location_name,year_id,sex,age_group,mean,lower,upper,measure
Malawi,2019,Female,0 to 19,1393727,630739,2483265,Number of people with BLLs >5 ug/dL
Mauritius,2019,Male,0 to 19,3012,956,8412,Number of people with BLLs >5 ug/dL
Mauritius,2019,Female,0 to 19,1482,487,3701,Number of people with BLLs >5 ug/dL
Mozambique,2019,Male,0 to 19,3283858,1614027,5285879,Number of people with BLLs >5 ug/dL
Mozambique,2019,Female,0 to 19,2449123,1126640,4279479,Number of people with BLLs >5 ug/dL
Rwanda,2019,Male,0 to 19,791579,362728,1422052,Number of people with BLLs >5 ug/dL
Rwanda,2019,Female,0 to 19,535776,239464,1021120,Number of people with BLLs >5 ug/dL
Seychelles,2019,Male,0 to 19,278,80,795,Number of people with BLLs >5 ug/dL
Seychelles,2019,Female,0 to 19,217,65,570,Number of people with BLLs >5 ug/dL
Somalia,2019,Male,0 to 19,4656427,3482226,5355746,Number of people with BLLs >5 ug/dL
Somalia,2019,Female,0 to 19,3485284,2131584,4591946,Number of people with BLLs >5 ug/dL
United Republic of Tanzania,2019,Male,0 to 19,4114234,1950090,7225419,Number of people with BLLs >5 ug/dL
United Republic of Tanzania,2019,Female,0 to 19,3164425,1488583,5838633,Number of people with BLLs >5 ug/dL
Uganda,2019,Male,0 to 19,3116728,1461987,5558304,Number of people with BLLs >5 ug/dL
Uganda,2019,Female,0 to 19,2126822,1001747,3976201,Number of people with BLLs >5 ug/dL
Zambia,2019,Male,0 to 19,694507,308327,1352303,Number of people with BLLs >5 ug/dL
Zambia,2019,Female,0 to 19,496282,220036,950004,Number of people with BLLs >5 ug/dL
Botswana,2019,Male,0 to 19,114802,54521,200398,Number of people with BLLs >5 ug/dL
Botswana,2019,Female,0 to 19,102084,47497,183633,Number of people with BLLs >5 ug/dL
Lesotho,2019,Male,0 to 19,288609,197553,363243,Number of people with BLLs >5 ug/dL
Lesotho,2019,Female,0 to 19,278114,183102,355200,Number of people with BLLs >5 ug/dL
Namibia,2019,Male,0 to 19,188030,95247,302908,Number of people with BLLs >5 ug/dL
Namibia,2019,Female,0 to 19,173049,83644,283651,Number of people with BLLs >5 ug/dL
South Africa,2019,Male,0 to 19,2628401,1246403,4584135,Number of people with BLLs >5 ug/dL
South Africa,2019,Female,0 to 19,2122393,989061,3784217,Number of people with BLLs >5 ug/dL
Eswatini,2019,Male,0 to 19,109082,56138,168687,Number of people with BLLs >5 ug/dL
Eswatini,2019,Female,0 to 19,99743,52396,155260,Number of people with BLLs >5 ug/dL
Zimbabwe,2019,Male,0 to 19,2971977,2347440,3345043,Number of people with BLLs >5 ug/dL
Zimbabwe,2019,Female,0 to 19,2737858,1958705,3272117,Number of people with BLLs >5 ug/dL
Benin,2019,Male,0 to 19,1756503,959608,2558046,Number of people with BLLs >5 ug/dL
Benin,2019,Female,0 to 19,1392326,710277,2237050,Number of people with BLLs >5 ug/dL
Burkina Faso,2019,Male,0 to 19,4909049,3689001,5651193,Number of people with BLLs >5 ug/dL
Burkina Faso,2019,Female,0 to 19,4168839,2752901,5269431,Number of people with BLLs >5 ug/dL
Cameroon,2019,Male,0 to 19,4177315,2337172,5911079,Number of people with BLLs >5 ug/dL
Cameroon,2019,Female,0 to 19,3357161,1693411,5137776,Number of people with BLLs >5 ug/dL
Cabo Verde,2019,Male,0 to 19,8263,3704,16007,Number of people with BLLs >5 ug/dL
Cabo Verde,2019,Female,0 to 19,9177,4027,17374,Number of people with BLLs >5 ug/dL
Chad,2019,Male,0 to 19,4094349,3318015,4511085,Number of people with BLLs >5 ug/dL
Chad,2019,Female,0 to 19,3779384,2789112,4402363,Number of people with BLLs >5 ug/dL
Côte d'Ivoire,2019,Male,0 to 19,3019665,1582574,4615219,Number of people with BLLs >5 ug/dL
Côte d'Ivoire,2019,Female,0 to 19,2232554,1059684,3737445,Number of people with BLLs >5 ug/dL
Gambia,2019,Male,0 to 19,300798,172455,426604,Number of people with BLLs >5 ug/dL
Gambia,2019,Female,0 to 19,237078,118161,376485,Number of people with BLLs >5 ug/dL
Ghana,2019,Male,0 to 19,903536,426708,1737370,Number of people with BLLs >5 ug/dL
Ghana,2019,Female,0 to 19,828250,365747,1639210,Number of people with BLLs >5 ug/dL
Guinea,2019,Male,0 to 19,2420608,1687062,2978373,Number of people with BLLs >5 ug/dL
Guinea,2019,Female,0 to 19,2070097,1251230,2782365,Number of people with BLLs >5 ug/dL
Guinea-Bissau,2019,Male,0 to 19,298417,184448,394089,Number of people with BLLs >5 ug/dL
Guinea-Bissau,2019,Female,0 to 19,250030,135270,364007,Number of people with BLLs >5 ug/dL
Liberia,2019,Male,0 to 19,832520,578508,1021695,Number of people with BLLs >5 ug/dL
Liberia,2019,Female,0 to 19,687377,405504,926751,Number of people with BLLs >5 ug/dL
Mali,2019,Male,0 to 19,5153493,4171579,5730345,Number of people with BLLs >5 ug/dL
Mali,2019,Female,0 to 19,4561970,3235789,5448849,Number of people with BLLs >5 ug/dL
Mauritania,2019,Male,0 to 19,262067,120911,470532,Number of people with BLLs >5 ug/dL
Mauritania,2019,Female,0 to 19,220978,98614,410286,Number of people with BLLs >5 ug/dL
Niger,2019,Male,0 to 19,6419394,5829652,6762888,Number of people with BLLs >5 ug/dL
Niger,2019,Female,0 to 19,6080873,5172617,6508730,Number of people with BLLs >5 ug/dL
Nigeria,2019,Male,0 to 19,24543485,13498171,36965010,Number of people with BLLs >5 ug/dL
Nigeria,2019,Female,0 to 19,18634729,9399123,31384460,Number of people with BLLs >5 ug/dL
Sao Tome and Principe,2019,Male,0 to 19,11052,5062,20036,Number of people with BLLs >5 ug/dL
Sao Tome and Principe,2019,Female,0 to 19,9149,4113,17064,Number of people with BLLs >5 ug/dL
Senegal,2019,Male,0 to 19,1079311,494892,1901965,Number of people with BLLs >5 ug/dL
Senegal,2019,Female,0 to 19,817310,383436,1478353,Number of people with BLLs >5 ug/dL
Sierra Leone,2019,Male,0 to 19,1236190,753206,1663992,Number of people with BLLs >5 ug/dL
Sierra Leone,2019,Female,0 to 19,1061001,576077,1546982,Number of people with BLLs >5 ug/dL
Togo,2019,Male,0 to 19,851766,426419,1314737,Number of people with BLLs >5 ug/dL
Togo,2019,Female,0 to 19,658033,309679,1095200,Number of people with BLLs >5 ug/dL
American Samoa,2019,Male,0 to 19,72,30,155,Number of people with BLLs >5 ug/dL
American Samoa,2019,Female,0 to 19,61,26,140,Number of people with BLLs >5 ug/dL
Bermuda,2019,Male,0 to 19,62,33,118,Number of people with BLLs >5 ug/dL
Bermuda,2019,Female,0 to 19,48,26,84,Number of people with BLLs >5 ug/dL
Cook Islands,2019,Male,0 to 19,7,4,14,Number of people with BLLs >5 ug/dL
Cook Islands,2019,Female,0 to 19,7,4,14,Number of people with BLLs >5 ug/dL
Greenland,2019,Male,0 to 19,655,278,1302,Number of people with BLLs >5 ug/dL
Greenland,2019,Female,0 to 19,458,202,957,Number of people with BLLs >5 ug/dL
Guam,2019,Male,0 to 19,83,47,170,Number of people with BLLs >5 ug/dL
Guam,2019,Female,0 to 19,76,43,152,Number of people with BLLs >5 ug/dL
Monaco,2019,Male,0 to 19,57,33,91,Number of people with BLLs >5 ug/dL
Monaco,2019,Female,0 to 19,42,25,67,Number of people with BLLs >5 ug/dL
Nauru,2019,Male,0 to 19,28,9,73,Number of people with BLLs >5 ug/dL
Nauru,2019,Female,0 to 19,26,9,74,Number of people with BLLs >5 ug/dL
Niue,2019,Male,0 to 19,1,<1,2,Number of people with BLLs >5 ug/dL
Niue,2019,Female,0 to 19,1,<1,2,Number of people with BLLs >5 ug/dL
Northern Mariana Islands,2019,Male,0 to 19,17,9,35,Number of people with BLLs >5 ug/dL
Northern Mariana Islands,2019,Female,0 to 19,16,9,32,Number of people with BLLs >5 ug/dL
Palau,2019,Male,0 to 19,8,4,16,Number of people with BLLs >5 ug/dL
Palau,2019,Female,0 to 19,7,4,14,Number of people with BLLs >5 ug/dL
Puerto Rico,2019,Male,0 to 19,3872,2100,7191,Number of people with BLLs >5 ug/dL
Puerto Rico,2019,Female,0 to 19,3004,1664,5474,Number of people with BLLs >5 ug/dL
Saint Kitts and Nevis,2019,Male,0 to 19,231,76,529,Number of people with BLLs >5 ug/dL
Saint Kitts and Nevis,2019,Female,0 to 19,201,71,481,Number of people with BLLs >5 ug/dL
San Marino,2019,Male,0 to 19,70,40,120,Number of people with BLLs >5 ug/dL
San Marino,2019,Female,0 to 19,51,30,82,Number of people with BLLs >5 ug/dL
Tokelau,2019,Male,0 to 19,5,1,13,Number of people with BLLs >5 ug/dL
Tokelau,2019,Female,0 to 19,4,1,11,Number of people with BLLs >5 ug/dL
Tuvalu,2019,Male,0 to 19,40,12,121,Number of people with BLLs >5 ug/dL
Tuvalu,2019,Female,0 to 19,34,10,96,Number of people with BLLs >5 ug/dL
United States Virgin Islands,2019,Male,0 to 19,174,83,384,Number of people with BLLs >5 ug/dL
United States Virgin Islands,2019,Female,0 to 19,210,90,489,Number of people with BLLs >5 ug/dL
South Sudan,2019,Male,0 to 19,1301101,697247,1959100,Number of people with BLLs >5 ug/dL
South Sudan,2019,Female,0 to 19,1025320,509879,1628387,Number of people with BLLs >5 ug/dL
Sudan,2019,Male,0 to 19,6936045,4452604,8836333,Number of people with BLLs >5 ug/dL
Sudan,2019,Female,0 to 19,5589345,3098079,7780981,Number of people with BLLs >5 ug/dL
