"location_name","year_id","sex","age_group","mean","lower","upper","measure"
"Serbia",2019,"Female","0 to 19",2.01429402818309,1.72927066989905,2.34385606445423,"Blood lead (ug/dL)"
"Slovakia",2019,"Male","0 to 19",1.78008318158638,1.52083758496894,2.05307292497293,"Blood lead (ug/dL)"
"Slovakia",2019,"Female","0 to 19",1.51232690607849,1.29201591932896,1.76248846930301,"Blood lead (ug/dL)"
"Slovenia",2019,"Male","0 to 19",1.31660135121722,1.12551610991454,1.52383878765861,"Blood lead (ug/dL)"
"Slovenia",2019,"Female","0 to 19",1.11756281080275,0.941560170107147,1.30092118804006,"Blood lead (ug/dL)"
"Belarus",2019,"Male","0 to 19",2.85883058985069,2.46512050463232,3.34186384204673,"Blood lead (ug/dL)"
"Belarus",2019,"Female","0 to 19",2.33115639762896,1.96572969564307,2.7364909209775,"Blood lead (ug/dL)"
"Estonia",2019,"Male","0 to 19",1.85862360966713,1.58847121030058,2.16246815429085,"Blood lead (ug/dL)"
"Estonia",2019,"Female","0 to 19",1.51552169324742,1.28526506078958,1.78223410236031,"Blood lead (ug/dL)"
"Latvia",2019,"Male","0 to 19",2.18397316781833,1.86006460988117,2.5363811852481,"Blood lead (ug/dL)"
"Latvia",2019,"Female","0 to 19",1.85255683786544,1.57583859886221,2.16838233289599,"Blood lead (ug/dL)"
"Lithuania",2019,"Male","0 to 19",1.81802177917777,1.54027227642064,2.11745932389962,"Blood lead (ug/dL)"
"Lithuania",2019,"Female","0 to 19",1.52726283428298,1.2800592873272,1.80698888544118,"Blood lead (ug/dL)"
"Republic of Moldova",2019,"Male","0 to 19",4.22191832304599,3.62107499084508,4.95489563091891,"Blood lead (ug/dL)"
"Republic of Moldova",2019,"Female","0 to 19",3.70189455778058,3.12299443147799,4.33745744597335,"Blood lead (ug/dL)"
"Russian Federation",2019,"Male","0 to 19",2.69129931037496,2.31759554125941,3.12988170328661,"Blood lead (ug/dL)"
"Russian Federation",2019,"Female","0 to 19",2.28756527683592,1.95903407224454,2.71297073908831,"Blood lead (ug/dL)"
"Ukraine",2019,"Male","0 to 19",1.72072548011882,1.45697334738201,2.03147647266581,"Blood lead (ug/dL)"
"Ukraine",2019,"Female","0 to 19",1.25644662711294,1.07032640405692,1.46949081803589,"Blood lead (ug/dL)"
"Brunei Darussalam",2019,"Male","0 to 19",1.54775922042909,1.31705414249217,1.79929829137908,"Blood lead (ug/dL)"
"Brunei Darussalam",2019,"Female","0 to 19",1.19284809328098,1.01435627602878,1.39228192436484,"Blood lead (ug/dL)"
"Japan",2019,"Male","0 to 19",1.21937506594223,1.1849815380188,1.25379500144797,"Blood lead (ug/dL)"
"Japan",2019,"Female","0 to 19",0.985297471268794,0.956720541916425,1.01466333962026,"Blood lead (ug/dL)"
"Republic of Korea",2019,"Male","0 to 19",1.60694008017592,1.40655043117448,1.82232846488769,"Blood lead (ug/dL)"
"Republic of Korea",2019,"Female","0 to 19",1.3131265924764,1.15268774103448,1.51176478865283,"Blood lead (ug/dL)"
"Singapore",2019,"Male","0 to 19",1.90595543642814,1.64310446788798,2.21588034127731,"Blood lead (ug/dL)"
"Singapore",2019,"Female","0 to 19",1.88486334332464,1.59488655929817,2.17656566223973,"Blood lead (ug/dL)"
"Australia",2019,"Male","0 to 19",1.47700273106734,1.26991753233933,1.68774130454515,"Blood lead (ug/dL)"
"Australia",2019,"Female","0 to 19",1.13824966079583,0.964214423731051,1.31805876876149,"Blood lead (ug/dL)"
"New Zealand",2019,"Male","0 to 19",2.00754117776884,1.70480499855432,2.34814689329454,"Blood lead (ug/dL)"
"New Zealand",2019,"Female","0 to 19",1.60571518577321,1.38238825243503,1.87949802193792,"Blood lead (ug/dL)"
"Andorra",2019,"Male","0 to 19",1.04634620993952,0.89343077943036,1.22059296582633,"Blood lead (ug/dL)"
"Andorra",2019,"Female","0 to 19",0.819812877899282,0.691913430823924,0.965649820175492,"Blood lead (ug/dL)"
"Austria",2019,"Male","0 to 19",1.10253438101467,0.934785376108501,1.28400389846186,"Blood lead (ug/dL)"
"Austria",2019,"Female","0 to 19",1.1603505861587,0.984987070097542,1.3533170277184,"Blood lead (ug/dL)"
"Belgium",2019,"Male","0 to 19",2.59003805734056,2.20051685385593,2.99718503959605,"Blood lead (ug/dL)"
"Belgium",2019,"Female","0 to 19",2.24394479969939,1.93064510965822,2.6084785609511,"Blood lead (ug/dL)"
"Cyprus",2019,"Male","0 to 19",1.39584787803692,1.18200439302315,1.61472154499558,"Blood lead (ug/dL)"
"Cyprus",2019,"Female","0 to 19",1.17880322922513,0.998660017603759,1.35965439226533,"Blood lead (ug/dL)"
"Denmark",2019,"Male","0 to 19",1.32347780874721,1.14270672701921,1.51967411018985,"Blood lead (ug/dL)"
"Denmark",2019,"Female","0 to 19",1.4295951675593,1.21970692520146,1.6731929085846,"Blood lead (ug/dL)"
"Finland",2019,"Male","0 to 19",0.916093680628839,0.787380519197086,1.05884174776886,"Blood lead (ug/dL)"
"Finland",2019,"Female","0 to 19",0.665029273560655,0.566859412844046,0.7759353124693,"Blood lead (ug/dL)"
"France",2019,"Male","0 to 19",1.4906602606302,1.28067476197281,1.70757326114124,"Blood lead (ug/dL)"
"France",2019,"Female","0 to 19",1.30393335106868,1.1290030470849,1.49495746132823,"Blood lead (ug/dL)"
"Germany",2019,"Male","0 to 19",1.47925044120458,1.2611031770241,1.7254616780442,"Blood lead (ug/dL)"
"Germany",2019,"Female","0 to 19",1.1945294924389,1.01452889879661,1.3839868143968,"Blood lead (ug/dL)"
"Greece",2019,"Male","0 to 19",1.89441013791238,1.62509283671601,2.22913185625787,"Blood lead (ug/dL)"
"Greece",2019,"Female","0 to 19",1.5151105910623,1.29708155381999,1.77668823332355,"Blood lead (ug/dL)"
"Iceland",2019,"Male","0 to 19",0.931065611735442,0.797070902914507,1.07926940081887,"Blood lead (ug/dL)"
"Iceland",2019,"Female","0 to 19",0.842620408822698,0.726027142422275,0.977510392879611,"Blood lead (ug/dL)"
"Ireland",2019,"Male","0 to 19",1.4206620482966,1.22662979590044,1.63765717393351,"Blood lead (ug/dL)"
"Ireland",2019,"Female","0 to 19",1.26002105182117,1.071362884787,1.46994284252189,"Blood lead (ug/dL)"
"Israel",2019,"Male","0 to 19",1.74431293551228,1.50758461695753,2.05475571958352,"Blood lead (ug/dL)"
"Israel",2019,"Female","0 to 19",1.26148180954981,1.07538103392983,1.48119769223038,"Blood lead (ug/dL)"
"Italy",2019,"Male","0 to 19",1.22159100244842,1.0386632436395,1.41132034645025,"Blood lead (ug/dL)"
"Italy",2019,"Female","0 to 19",0.967924506611321,0.833494291083506,1.12701688249941,"Blood lead (ug/dL)"
"Luxembourg",2019,"Male","0 to 19",1.08729669283079,0.926529267525383,1.25928065848505,"Blood lead (ug/dL)"
"Luxembourg",2019,"Female","0 to 19",0.900557788254928,0.771907201089714,1.03732677592128,"Blood lead (ug/dL)"
"Malta",2019,"Male","0 to 19",3.03276807967595,2.55849190779476,3.58960372326819,"Blood lead (ug/dL)"
"Malta",2019,"Female","0 to 19",1.32452043932181,1.13761742683575,1.53494426745753,"Blood lead (ug/dL)"
"Netherlands",2019,"Male","0 to 19",1.25227820466512,1.05136569711886,1.46279239331841,"Blood lead (ug/dL)"
"Netherlands",2019,"Female","0 to 19",1.03910400288359,0.880464305876263,1.21075745396767,"Blood lead (ug/dL)"
"Norway",2019,"Male","0 to 19",1.38767530798155,1.18256258518024,1.61434222681706,"Blood lead (ug/dL)"
"Norway",2019,"Female","0 to 19",1.12938523429959,0.953206481110662,1.30615055683729,"Blood lead (ug/dL)"
"Portugal",2019,"Male","0 to 19",2.25824291983175,1.93127365055889,2.61979782448519,"Blood lead (ug/dL)"
"Portugal",2019,"Female","0 to 19",1.81151018361048,1.54394227191849,2.09614756125194,"Blood lead (ug/dL)"
"Spain",2019,"Male","0 to 19",1.77850877694657,1.50925610773202,2.07170451861601,"Blood lead (ug/dL)"
"Spain",2019,"Female","0 to 19",1.4616973416847,1.23494906342379,1.70376975798126,"Blood lead (ug/dL)"
"Sweden",2019,"Male","0 to 19",1.02463831067864,0.899134061263371,1.18139101823917,"Blood lead (ug/dL)"
"Sweden",2019,"Female","0 to 19",0.862219588686393,0.743980076450111,0.99599739446973,"Blood lead (ug/dL)"
"Switzerland",2019,"Male","0 to 19",1.89647346836493,1.63405894700582,2.20719749205367,"Blood lead (ug/dL)"
"Switzerland",2019,"Female","0 to 19",1.25315621349024,1.05833488096132,1.47352419044089,"Blood lead (ug/dL)"
"United Kingdom",2019,"Male","0 to 19",1.20209105010502,1.17635875936111,1.23078352857136,"Blood lead (ug/dL)"
"United Kingdom",2019,"Female","0 to 19",0.919898580545796,0.896439310829837,0.944110863465753,"Blood lead (ug/dL)"
"Argentina",2019,"Male","0 to 19",2.50824414029623,2.14732300954611,2.87948813607347,"Blood lead (ug/dL)"
"Argentina",2019,"Female","0 to 19",2.04929545959934,1.7629537621722,2.36790294124484,"Blood lead (ug/dL)"
"Chile",2019,"Male","0 to 19",1.64161277893674,1.40238182293039,1.9016703895591,"Blood lead (ug/dL)"
"Chile",2019,"Female","0 to 19",1.4434895065303,1.23461882285357,1.68157290585223,"Blood lead (ug/dL)"
"Uruguay",2019,"Male","0 to 19",3.61082162169404,3.08841555602894,4.15038274416388,"Blood lead (ug/dL)"
"Uruguay",2019,"Female","0 to 19",3.40329659734714,2.93585875048308,3.96601843133422,"Blood lead (ug/dL)"
"Canada",2019,"Male","0 to 19",1.24905025778693,1.06368193821545,1.43654091353354,"Blood lead (ug/dL)"
"Canada",2019,"Female","0 to 19",1.05838901036388,0.903837893111311,1.22266695791448,"Blood lead (ug/dL)"
"United States of America",2019,"Male","0 to 19",1.19876932799312,1.02349728946737,1.39182483855382,"Blood lead (ug/dL)"
"United States of America",2019,"Female","0 to 19",1.00395930924967,0.862999880087386,1.16428107378686,"Blood lead (ug/dL)"
"Antigua and Barbuda",2019,"Male","0 to 19",2.31717993803896,1.97420388696721,2.71506912401401,"Blood lead (ug/dL)"
"Antigua and Barbuda",2019,"Female","0 to 19",2.14385335386539,1.82542091344452,2.51381434349968,"Blood lead (ug/dL)"
"Bahamas",2019,"Male","0 to 19",2.02254596910314,1.72465380038427,2.32140528981979,"Blood lead (ug/dL)"
"Bahamas",2019,"Female","0 to 19",1.95753807101736,1.66167262970577,2.25354745799002,"Blood lead (ug/dL)"
"Barbados",2019,"Male","0 to 19",2.1522484039339,1.85693036217015,2.49676270092437,"Blood lead (ug/dL)"
"Barbados",2019,"Female","0 to 19",1.91080847980931,1.61692622911686,2.22620248515784,"Blood lead (ug/dL)"
"Belize",2019,"Male","0 to 19",2.58170867980942,2.23972306522337,2.96703547447891,"Blood lead (ug/dL)"
"Belize",2019,"Female","0 to 19",2.50859588759201,2.14049698607849,2.91883392018203,"Blood lead (ug/dL)"
"Cuba",2019,"Male","0 to 19",5.09725493051615,4.33380048505686,5.92287700315391,"Blood lead (ug/dL)"
"Cuba",2019,"Female","0 to 19",4.19131853676488,3.59324138927696,4.933187440928,"Blood lead (ug/dL)"
"Dominica",2019,"Male","0 to 19",2.29750258751707,1.95983059081654,2.6934077967055,"Blood lead (ug/dL)"
"Dominica",2019,"Female","0 to 19",2.60542365924818,2.19809393463212,3.04753604637368,"Blood lead (ug/dL)"
"Dominican Republic",2019,"Male","0 to 19",4.82612416042035,4.14947778253234,5.61492895344516,"Blood lead (ug/dL)"
"Dominican Republic",2019,"Female","0 to 19",4.24786590803263,3.59732245471055,5.02634409750719,"Blood lead (ug/dL)"
"Grenada",2019,"Male","0 to 19",2.99915366345958,2.57232193644298,3.4779267999249,"Blood lead (ug/dL)"
"Grenada",2019,"Female","0 to 19",3.06381579745008,2.63234788390029,3.58209552312301,"Blood lead (ug/dL)"
"Guyana",2019,"Male","0 to 19",4.24746091416632,3.63976779916893,4.96067455719037,"Blood lead (ug/dL)"
"Guyana",2019,"Female","0 to 19",3.83439673777857,3.26274895830624,4.49456058239023,"Blood lead (ug/dL)"
"Haiti",2019,"Male","0 to 19",8.77064362513599,7.44387061630863,10.2539942490191,"Blood lead (ug/dL)"
"Haiti",2019,"Female","0 to 19",7.45463141801668,6.42820031938987,8.64964371124506,"Blood lead (ug/dL)"
"Jamaica",2019,"Male","0 to 19",3.62249364540754,3.08930959314741,4.25155524503758,"Blood lead (ug/dL)"
"Jamaica",2019,"Female","0 to 19",3.36677043805172,2.87249493993576,3.89935550017291,"Blood lead (ug/dL)"
"Saint Lucia",2019,"Male","0 to 19",2.52709121815404,2.17067884413723,2.92350218102075,"Blood lead (ug/dL)"
"Saint Lucia",2019,"Female","0 to 19",2.61053826622412,2.24277618566539,3.05047409882675,"Blood lead (ug/dL)"
"Saint Vincent and the Grenadines",2019,"Male","0 to 19",3.44052690500302,2.92009390687704,4.00505706966133,"Blood lead (ug/dL)"
"Saint Vincent and the Grenadines",2019,"Female","0 to 19",3.25106755442589,2.75422373415235,3.79356502457442,"Blood lead (ug/dL)"
"Suriname",2019,"Male","0 to 19",2.9434510152874,2.50437679297355,3.452932488476,"Blood lead (ug/dL)"
"Suriname",2019,"Female","0 to 19",2.57006755652387,2.20171496940893,3.00118184164405,"Blood lead (ug/dL)"
"Trinidad and Tobago",2019,"Male","0 to 19",1.72880981463918,1.46907988831874,2.04765304256385,"Blood lead (ug/dL)"
"Trinidad and Tobago",2019,"Female","0 to 19",1.34885054076357,1.15272691740313,1.57822289813555,"Blood lead (ug/dL)"
"Bolivia (Plurinational State of)",2019,"Male","0 to 19",6.57883698030178,5.58195598209044,7.68909431250348,"Blood lead (ug/dL)"
"Bolivia (Plurinational State of)",2019,"Female","0 to 19",6.32784643943631,5.4043244565669,7.44269729527565,"Blood lead (ug/dL)"
"Ecuador",2019,"Male","0 to 19",3.14444351184608,2.67350882550407,3.68270441972003,"Blood lead (ug/dL)"
"Ecuador",2019,"Female","0 to 19",2.54790888238586,2.16830434943275,3.00788171749618,"Blood lead (ug/dL)"
"Peru",2019,"Male","0 to 19",6.13584148061,5.24268420217357,7.06969531385451,"Blood lead (ug/dL)"
"Peru",2019,"Female","0 to 19",5.87759179010808,5.08323073734449,6.78628024013226,"Blood lead (ug/dL)"
"Colombia",2019,"Male","0 to 19",2.38655945524274,2.04844417309252,2.78225498846152,"Blood lead (ug/dL)"
"Colombia",2019,"Female","0 to 19",1.96743782966687,1.6814503809246,2.28506094987032,"Blood lead (ug/dL)"
"Costa Rica",2019,"Male","0 to 19",3.73823820229675,3.2032898013597,4.32830749824733,"Blood lead (ug/dL)"
"Costa Rica",2019,"Female","0 to 19",2.78745256192749,2.37692931037731,3.24697754458741,"Blood lead (ug/dL)"
"El Salvador",2019,"Male","0 to 19",4.9001394599796,4.16369777343318,5.7077676016955,"Blood lead (ug/dL)"
"El Salvador",2019,"Female","0 to 19",3.77988087554121,3.20493699714085,4.42150377519095,"Blood lead (ug/dL)"
"Guatemala",2019,"Male","0 to 19",6.68902763860965,5.69488297918504,7.79886269921848,"Blood lead (ug/dL)"
"Guatemala",2019,"Female","0 to 19",4.93723257067667,4.21865409316319,5.82269801939512,"Blood lead (ug/dL)"
"Honduras",2019,"Male","0 to 19",5.9706048200364,5.11883543593312,6.91444649354814,"Blood lead (ug/dL)"
"Honduras",2019,"Female","0 to 19",4.80441263219039,4.09517684264371,5.60072082587413,"Blood lead (ug/dL)"
"Mexico",2019,"Male","0 to 19",4.63743559720138,4.46327668922776,4.81396658894804,"Blood lead (ug/dL)"
"Mexico",2019,"Female","0 to 19",4.3711083645304,4.21852834114319,4.5298578759795,"Blood lead (ug/dL)"
"Nicaragua",2019,"Male","0 to 19",3.2709982438335,2.79167657563419,3.80832780308541,"Blood lead (ug/dL)"
"Nicaragua",2019,"Female","0 to 19",2.39017583119004,2.0189521082505,2.79313295053823,"Blood lead (ug/dL)"
"Panama",2019,"Male","0 to 19",3.24879529527405,2.77328103888443,3.76408943484308,"Blood lead (ug/dL)"
"Panama",2019,"Female","0 to 19",2.62260761365781,2.246173416242,3.05443334758157,"Blood lead (ug/dL)"
"Venezuela (Bolivarian Republic of)",2019,"Male","0 to 19",4.82141914339305,4.12418440284589,5.59887924745601,"Blood lead (ug/dL)"
"Venezuela (Bolivarian Republic of)",2019,"Female","0 to 19",3.97869307989161,3.4333618314877,4.64653000966082,"Blood lead (ug/dL)"
"Brazil",2019,"Male","0 to 19",2.7006634463488,2.60521254349467,2.80679758010528,"Blood lead (ug/dL)"
"Brazil",2019,"Female","0 to 19",2.52856001750176,2.43338488433339,2.62730506930381,"Blood lead (ug/dL)"
"Paraguay",2019,"Male","0 to 19",2.62206801834154,2.26411464451033,3.04035147459904,"Blood lead (ug/dL)"
"Paraguay",2019,"Female","0 to 19",4.4673477811705,3.79797205151026,5.23252419357987,"Blood lead (ug/dL)"
"Algeria",2019,"Male","0 to 19",3.9616610671697,3.36388903162495,4.58418890311236,"Blood lead (ug/dL)"
"Algeria",2019,"Female","0 to 19",3.22674826176977,2.76869429278475,3.79048414786031,"Blood lead (ug/dL)"
"Bahrain",2019,"Male","0 to 19",2.62450048405556,2.24256080264383,3.10908536205027,"Blood lead (ug/dL)"
"Bahrain",2019,"Female","0 to 19",2.15044764532034,1.82802453653249,2.50527332893291,"Blood lead (ug/dL)"
"Egypt",2019,"Male","0 to 19",7.06780993234908,6.22411011823147,7.93912736870325,"Blood lead (ug/dL)"
"Egypt",2019,"Female","0 to 19",6.1756691778244,5.43464998945809,7.02411936967207,"Blood lead (ug/dL)"
"Iran (Islamic Republic of)",2019,"Male","0 to 19",5.65362649970397,4.84800054976379,6.62819858080615,"Blood lead (ug/dL)"
